tic_p3,filename,anomaly_score_p3,tic_p9,anomaly_score_p9,score_weighted_root_sum,score_weighted_root_sumnorm
55295028.0,tess2018206045859-s0001-0000000055295028-0120-s_lc.fits,0.1204819277108434,55295028.0,0.3132530120481928,0.3896220745167499,0.3964837768005359
55293744.0,tess2018206045859-s0001-0000000055293744-0120-s_lc.fits,0.0180722891566265,55293744.0,0.072289156626506,0.16131985738135945,0.11658949507013275
55295030.0,tess2018206045859-s0001-0000000055295030-0120-s_lc.fits,0.0120481927710843,55295030.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
55478222.0,tess2018206045859-s0001-0000000055478222-0120-s_lc.fits,0.1907630522088355,55478222.0,0.2590361445783132,0.4512026257429289,0.47198038988770596
55479529.0,tess2018206045859-s0001-0000000055479529-0120-s_lc.fits,0.0240963855421686,55479529.0,0.0120481927710843,0.1461369361109511,0.09797551533365892
55500860.0,tess2018206045859-s0001-0000000055500860-0120-s_lc.fits,0.0240963855421686,55500860.0,0.0301204819277108,0.15889459083804422,0.11361616329235402
55524055.0,tess2018206045859-s0001-0000000055524055-0120-s_lc.fits,0.208835341365462,55524055.0,0.2831325301204819,0.47200844320660507,0.49748793601616104
55501960.0,tess2018206045859-s0001-0000000055501960-0120-s_lc.fits,0.0461847389558234,55501960.0,0.036144578313253,0.2099485344460991,0.17620735077612157
55526602.0,tess2018206045859-s0001-0000000055526602-0120-s_lc.fits,0.0240963855421686,55526602.0,0.0120481927710843,0.1461369361109511,0.09797551533365892
55559135.0,tess2018206045859-s0001-0000000055559135-0120-s_lc.fits,0.0963855421686746,55559135.0,0.3493975903614458,0.3665878942215549,0.36824429919113166
55603501.0,tess2018206045859-s0001-0000000055603501-0120-s_lc.fits,0.0602409638554216,55603501.0,0.2108433734939758,0.28818764614499376,0.27212704987917624
55664116.0,tess2018206045859-s0001-0000000055664116-0120-s_lc.fits,0.108433734939759,55664116.0,0.2831325301204819,0.369854622418503,0.37224924734172715
55663264.0,tess2018206045859-s0001-0000000055663264-0120-s_lc.fits,0.0120481927710843,55663264.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
55664733.0,tess2018206045859-s0001-0000000055664733-0120-s_lc.fits,0.0120481927710843,55664733.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
55745413.0,tess2018206045859-s0001-0000000055745413-0120-s_lc.fits,0.076305220883534,55745413.0,0.072289156626506,0.27476048308236645,0.25566559712481096
60371604.0,tess2018206045859-s0001-0000000060371604-0120-s_lc.fits,0.0040160642570282,60371604.0,0.072289156626506,0.10447122583574528,0.04689412770372681
60371639.0,tess2018206045859-s0001-0000000060371639-0120-s_lc.fits,0.0180722891566265,60371639.0,0.0240963855421686,0.13859259261582624,0.08872629020483261
60645979.0,tess2018206045859-s0001-0000000060645979-0120-s_lc.fits,0.0120481927710843,60645979.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
60371705.0,tess2018206045859-s0001-0000000060371705-0120-s_lc.fits,0.0180722891566265,60371705.0,0.0120481927710843,0.129499423585511,0.07757823371055911
61454861.0,tess2018206045859-s0001-0000000061454861-0120-s_lc.fits,0.176706827309237,61454861.0,0.2469879518072288,0.43568785438715013,0.452959568104526
61979895.0,tess2018206045859-s0001-0000000061979895-0120-s_lc.fits,0.0120481927710843,61979895.0,0.036144578313253,0.12583486302322083,0.0730855504624087
62481701.0,tess2018206045859-s0001-0000000062481701-0120-s_lc.fits,0.0120481927710843,62481701.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
63281483.0,tess2018206045859-s0001-0000000063281483-0120-s_lc.fits,0.036144578313253,63281483.0,0.036144578313253,0.19011727515734336,0.15189459488578363
71334105.0,tess2018206045859-s0001-0000000071334105-0120-s_lc.fits,0.1204819277108434,71334105.0,0.3915662650602409,0.40283456559468683,0.4126820456852197
71317367.0,tess2018206045859-s0001-0000000071317367-0120-s_lc.fits,0.0240963855421686,71317367.0,0.0180722891566265,0.1510707270099063,0.10402425142215749
77343760.0,tess2018206045859-s0001-0000000077343760-0120-s_lc.fits,0.036144578313253,77343760.0,0.1265060240963855,0.22322919082045545,0.19248918904930998
77290132.0,tess2018206045859-s0001-0000000077290132-0120-s_lc.fits,0.0240963855421686,77290132.0,0.0120481927710843,0.1461369361109511,0.09797551533365892
79020743.0,tess2018206045859-s0001-0000000079020743-0120-s_lc.fits,0.0240963855421686,79020743.0,0.0120481927710843,0.1461369361109511,0.09797551533365892
79023787.0,tess2018206045859-s0001-0000000079023787-0120-s_lc.fits,0.036144578313253,79023787.0,0.0662650602409639,0.2035778216179747,0.16839697506662463
79225710.0,tess2018206045859-s0001-0000000079225710-0120-s_lc.fits,0.1606425702811246,79225710.0,0.3132530120481928,0.4325799471389816,0.44914933148998193
79246796.0,tess2018206045859-s0001-0000000079246796-0120-s_lc.fits,0.0843373493975904,79246796.0,0.0903614457831325,0.29244750902482153,0.2773495627219329
79272047.0,tess2018206045859-s0001-0000000079272047-0120-s_lc.fits,0.0120481927710843,79272047.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
79281046.0,tess2018206045859-s0001-0000000079281046-0120-s_lc.fits,0.0983935742971886,79281046.0,0.2469879518072288,0.35033776523193283,0.34832194259448335
79283384.0,tess2018206045859-s0001-0000000079283384-0120-s_lc.fits,0.0281124497991966,79283384.0,0.0903614457831325,0.19425450253849974,0.15696675888284808
79301671.0,tess2018206045859-s0001-0000000079301671-0120-s_lc.fits,0.1044176706827307,79301671.0,0.0542168674698795,0.30507881711528173,0.29283531204866053
79301672.0,tess2018206045859-s0001-0000000079301672-0120-s_lc.fits,0.1164658634538151,79301672.0,0.0602409638554216,0.32210483187555006,0.3137088902024393
79404795.0,tess2018206045859-s0001-0000000079404795-0120-s_lc.fits,0.0120481927710843,79404795.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
79425183.0,tess2018206045859-s0001-0000000079425183-0120-s_lc.fits,0.2329317269076305,79425183.0,0.3253012048192771,0.5001743733886524,0.5320188437598107
79491341.0,tess2018206045859-s0001-0000000079491341-0120-s_lc.fits,0.0120481927710843,79491341.0,0.0180722891566265,0.11469805088864539,0.059432025445063486
80080020.0,tess2018206045859-s0001-0000000080080020-0120-s_lc.fits,0.0060240963855421,80080020.0,0.0481927710843373,0.1059977460523824,0.04876561316253511
88327071.0,tess2018206045859-s0001-0000000088327071-0120-s_lc.fits,0.0120481927710843,88327071.0,0.0301204819277108,0.12252191471678328,0.06902393731526002
89004508.0,tess2018206045859-s0001-0000000089004508-0120-s_lc.fits,0.0963855421686746,89004508.0,0.1204819277108434,0.31778918167608877,0.3084179831410263
89257479.0,tess2018206045859-s0001-0000000089257479-0120-s_lc.fits,0.0803212851405621,89257479.0,0.1626506024096385,0.3073880091967338,0.2956663386901244
89258104.0,tess2018206045859-s0001-0000000089258104-0120-s_lc.fits,0.0602409638554216,89258104.0,0.1204819277108434,0.2657732909195886,0.2446474663035844
89261618.0,tess2018206045859-s0001-0000000089261618-0120-s_lc.fits,0.0180722891566265,89261618.0,0.0301204819277108,0.14225707831260412,0.09321888166925421
89334484.0,tess2018206045859-s0001-0000000089334484-0120-s_lc.fits,0.0481927710843373,89334484.0,0.0542168674698795,0.22219184752588444,0.19121742541956996
91448148.0,tess2018206045859-s0001-0000000091448148-0120-s_lc.fits,0.2128514056224898,91448148.0,0.3433734939759036,0.48628273398423416,0.5149879516294394
92222130.0,tess2018206045859-s0001-0000000092222130-0120-s_lc.fits,0.0240963855421686,92222130.0,0.0060240963855421,0.13970709462713965,0.09009264898950733
91475387.0,tess2018206045859-s0001-0000000091475387-0120-s_lc.fits,0.0240963855421686,91475387.0,0.0060240963855421,0.13970709462713965,0.09009264898950733
92348703.0,tess2018206045859-s0001-0000000092348703-0120-s_lc.fits,0.0963855421686746,92348703.0,0.1144578313253011,0.31603140235662386,0.3062629783134979
92352621.0,tess2018206045859-s0001-0000000092352621-0120-s_lc.fits,0.2148594377510039,92352621.0,0.3614457831325302,0.4910641846659344,0.5208499214384762
92446024.0,tess2018206045859-s0001-0000000092446024-0120-s_lc.fits,0.2088353413654617,92446024.0,0.2228915662650602,0.46001083147611355,0.48277908666760316
92501932.0,tess2018206045859-s0001-0000000092501932-0120-s_lc.fits,0.1606425702811246,92501932.0,0.4397590361445783,0.45327058639378265,0.47451567127165417
92565437.0,tess2018206045859-s0001-0000000092565437-0120-s_lc.fits,0.2028112449799196,92565437.0,0.2891566265060241,0.4678231275652671,0.4923568167044611
92629871.0,tess2018206045859-s0001-0000000092629871-0120-s_lc.fits,0.0903614457831325,92629871.0,0.1204819277108434,0.30990245826692303,0.29874900659093995
92709863.0,tess2018206045859-s0001-0000000092709863-0120-s_lc.fits,0.0120481927710843,92709863.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
92706840.0,tess2018206045859-s0001-0000000092706840-0120-s_lc.fits,0.1546184738955822,92706840.0,0.144578313253012,0.39061935528529407,0.3977064245167852
92788373.0,tess2018206045859-s0001-0000000092788373-0120-s_lc.fits,0.1164658634538151,92788373.0,0.2951807228915662,0.3816778361070551,0.38674428792707494
92862191.0,tess2018206045859-s0001-0000000092862191-0120-s_lc.fits,0.0903614457831325,92862191.0,0.0421686746987951,0.2815514702362807,0.2639912213589287
92875485.0,tess2018206045859-s0001-0000000092875485-0120-s_lc.fits,0.1807228915662651,92875485.0,0.2771084337349397,0.44537430039741144,0.4648349711671016
97402436.0,tess2018206045859-s0001-0000000097402436-0120-s_lc.fits,0.034136546184739,97402436.0,0.0240963855421686,0.17885464580445826,0.1380868202935111
97403539.0,tess2018206045859-s0001-0000000097403539-0120-s_lc.fits,0.1164658634538152,97403539.0,0.1927710843373493,0.36082817049992083,0.36118298478840605
97433004.0,tess2018206045859-s0001-0000000097433004-0120-s_lc.fits,0.144578313253012,97433004.0,0.1807228915662651,0.38921067044151975,0.395979403038501
99410630.0,tess2018206045859-s0001-0000000099410630-0120-s_lc.fits,0.036144578313253,99410630.0,0.0060240963855421,0.16761683064000127,0.1243094674357883
99466463.0,tess2018206045859-s0001-0000000099466463-0120-s_lc.fits,0.0662650602409639,99466463.0,0.0542168674698795,0.25250503751078,0.22838083383600258
99540444.0,tess2018206045859-s0001-0000000099540444-0120-s_lc.fits,0.0542168674698795,99540444.0,0.1024096385542169,0.25027913814683755,0.22565192252058872
99499658.0,tess2018206045859-s0001-0000000099499658-0120-s_lc.fits,0.0240963855421686,99499658.0,0.0240963855421686,0.15523010514126634,0.10912357182793242
99646802.0,tess2018206045859-s0001-0000000099646802-0120-s_lc.fits,0.2289156626506023,99646802.0,0.2891566265060241,0.490307625113641,0.5199223934664204
99648678.0,tess2018206045859-s0001-0000000099648678-0120-s_lc.fits,0.004016064257028,99648678.0,0.0060240963855421,0.0662209505560841,0.0
99739055.0,tess2018206045859-s0001-0000000099739055-0120-s_lc.fits,0.0301204819277108,99739055.0,0.0843373493975904,0.19692381385527616,0.16023928502428678
99738392.0,tess2018206045859-s0001-0000000099738392-0120-s_lc.fits,0.0120481927710843,99738392.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
99739806.0,tess2018206045859-s0001-0000000099739806-0120-s_lc.fits,0.0963855421686746,99739806.0,0.2530120481927711,0.3489687742267402,0.3466435850257238
99837626.0,tess2018206045859-s0001-0000000099837626-0120-s_lc.fits,0.0240963855421686,99837626.0,0.1204819277108434,0.19360509756307542,0.15617060043362574
114985772.0,tess2018206045859-s0001-0000000114985772-0120-s_lc.fits,0.0341365461847389,114985772.0,0.0481927710843373,0.19171432877208092,0.15385255298181397
115014739.0,tess2018206045859-s0001-0000000115014739-0120-s_lc.fits,0.144578313253012,115014739.0,0.2590361445783132,0.4059788274102285,0.4165368523247517
115115136.0,tess2018206045859-s0001-0000000115115136-0120-s_lc.fits,0.2931726907630522,115115136.0,0.4457831325301205,0.5666973751646149,0.6135748095067024
115178586.0,tess2018206045859-s0001-0000000115178586-0120-s_lc.fits,0.0642570281124499,115178586.0,0.0602409638554216,0.2518798295352147,0.22761434045959703
117514562.0,tess2018206045859-s0001-0000000117514562-0120-s_lc.fits,0.0120481927710843,117514562.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
117516398.0,tess2018206045859-s0001-0000000117516398-0120-s_lc.fits,0.0120481927710843,117516398.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
126605720.0,tess2018206045859-s0001-0000000126605720-0120-s_lc.fits,0.0200803212851405,126605720.0,0.0240963855421686,0.14441006128128026,0.09585839883714065
126583789.0,tess2018206045859-s0001-0000000126583789-0120-s_lc.fits,0.0180722891566265,126583789.0,0.0180722891566265,0.1344332144844662,0.08362696979905768
126606109.0,tess2018206045859-s0001-0000000126606109-0120-s_lc.fits,0.072289156626506,126606109.0,0.0903614457831325,0.2752135043793611,0.25622099282846156
126637765.0,tess2018206045859-s0001-0000000126637765-0120-s_lc.fits,0.036144578313253,126637765.0,0.0602409638554216,0.20118188949325627,0.16545960674170307
126639048.0,tess2018206045859-s0001-0000000126639048-0120-s_lc.fits,0.1485943775100402,126639048.0,0.2048192771084337,0.3988974576215797,0.40785522436891875
126641296.0,tess2018206045859-s0001-0000000126641296-0120-s_lc.fits,0.1144578313253011,126641296.0,0.3012048192771084,0.38041719651208006,0.38519876717662516
126749098.0,tess2018206045859-s0001-0000000126749098-0120-s_lc.fits,0.0461847389558232,126749098.0,0.0903614457831325,0.23204544061884524,0.20329774770387946
126800999.0,tess2018206045859-s0001-0000000126800999-0120-s_lc.fits,0.1124497991967871,126800999.0,0.2469879518072288,0.3676640475294993,0.36956364317709156
126876589.0,tess2018206045859-s0001-0000000126876589-0120-s_lc.fits,0.0301204819277108,126876589.0,0.0180722891566265,0.1657286697970178,0.12199461727984381
126890217.0,tess2018206045859-s0001-0000000126890217-0120-s_lc.fits,0.0060240963855421,126890217.0,0.0120481927710843,0.0840448940544443,0.02185182397995851
126891100.0,tess2018206045859-s0001-0000000126891100-0120-s_lc.fits,0.0240963855421686,126891100.0,0.0060240963855421,0.13970709462713965,0.09009264898950733
129645620.0,tess2018206045859-s0001-0000000129645620-0120-s_lc.fits,0.1184738955823294,129645620.0,0.1686746987951807,0.35750034785475127,0.3571031359779867
129647366.0,tess2018206045859-s0001-0000000129647366-0120-s_lc.fits,0.0180722891566265,129647366.0,0.0240963855421686,0.13859259261582624,0.08872629020483261
139092216.0,tess2018206045859-s0001-0000000139092216-0120-s_lc.fits,0.0240963855421686,139092216.0,0.0060240963855421,0.13970709462713965,0.09009264898950733
139113365.0,tess2018206045859-s0001-0000000139113365-0120-s_lc.fits,0.0240963855421686,139113365.0,0.0180722891566265,0.1510707270099063,0.10402425142215749
139127581.0,tess2018206045859-s0001-0000000139127581-0120-s_lc.fits,0.0502008032128514,139127581.0,0.0542168674698795,0.22581331752166828,0.19565728043279132
139131968.0,tess2018206045859-s0001-0000000139131968-0120-s_lc.fits,0.036144578313253,139131968.0,0.072289156626506,0.20586710591966118,0.17120359513951353
139207681.0,tess2018206045859-s0001-0000000139207681-0120-s_lc.fits,0.1907630522088355,139207681.0,0.2530120481927711,0.45001204458516353,0.4705207594812397
139250667.0,tess2018206045859-s0001-0000000139250667-0120-s_lc.fits,0.0401606425702812,139250667.0,0.0481927710843373,0.20422666720711677,0.1691924477186452
139256532.0,tess2018206045859-s0001-0000000139256532-0120-s_lc.fits,0.0120481927710843,139256532.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
139266324.0,tess2018206045859-s0001-0000000139266324-0120-s_lc.fits,0.0321285140562249,139266324.0,0.0421686746987951,0.18446545420285065,0.1449655672732815
139300891.0,tess2018206045859-s0001-0000000139300891-0120-s_lc.fits,0.0522088353413655,139300891.0,0.1626506024096385,0.2634539510723592,0.24180399868958394
139348486.0,tess2018206045859-s0001-0000000139348486-0120-s_lc.fits,0.0120481927710843,139348486.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
139369634.0,tess2018206045859-s0001-0000000139369634-0120-s_lc.fits,0.0120481927710843,139369634.0,0.0180722891566265,0.11469805088864539,0.059432025445063486
139457789.0,tess2018206045859-s0001-0000000139457789-0120-s_lc.fits,0.0120481927710843,139457789.0,0.0180722891566265,0.11469805088864539,0.059432025445063486
139458862.0,tess2018206045859-s0001-0000000139458862-0120-s_lc.fits,0.036144578313253,139458862.0,0.0240963855421686,0.18313984115412796,0.1433403902742134
139699004.0,tess2018206045859-s0001-0000000139699004-0120-s_lc.fits,0.0180722891566265,139699004.0,0.0180722891566265,0.1344332144844662,0.08362696979905768
139679488.0,tess2018206045859-s0001-0000000139679488-0120-s_lc.fits,0.2469879518072288,139679488.0,0.3072289156626506,0.508439528025871,0.5421517699731513
139721030.0,tess2018206045859-s0001-0000000139721030-0120-s_lc.fits,0.0120481927710843,139721030.0,0.0060240963855421,0.10333441850587871,0.04550042301241333
139723131.0,tess2018206045859-s0001-0000000139723131-0120-s_lc.fits,0.0120481927710843,139723131.0,0.0180722891566265,0.11469805088864539,0.059432025445063486
139804696.0,tess2018206045859-s0001-0000000139804696-0120-s_lc.fits,0.1144578313253011,139804696.0,0.1265060240963855,0.34178830721697046,0.3378404657156888
139825582.0,tess2018206045859-s0001-0000000139825582-0120-s_lc.fits,0.0240963855421686,139825582.0,0.0602409638554216,0.17327215348039465,0.1312427882954221
139988455.0,tess2018206045859-s0001-0000000139988455-0120-s_lc.fits,0.1385542168674698,139988455.0,0.1927710843373493,0.3855943806332058,0.3915458988389917
139995047.0,tess2018206045859-s0001-0000000139995047-0120-s_lc.fits,0.0321285140562249,139995047.0,0.0060240963855421,0.15891843929755725,0.11364540106117438
140039144.0,tess2018206045859-s0001-0000000140039144-0120-s_lc.fits,0.1425702811244981,140039144.0,0.2108433734939758,0.39390320860497535,0.40173236775007015
140044682.0,tess2018206045859-s0001-0000000140044682-0120-s_lc.fits,0.0441767068273091,140044682.0,0.1204819277108434,0.23756705821317248,0.2100671484129302
140828663.0,tess2018206045859-s0001-0000000140828663-0120-s_lc.fits,0.0120481927710843,140828663.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
140859822.0,tess2018206045859-s0001-0000000140859822-0120-s_lc.fits,0.1044176706827307,140859822.0,0.2590361445783132,0.36030097273138095,0.36053665010709257
141024799.0,tess2018206045859-s0001-0000000141024799-0120-s_lc.fits,0.0160642570281124,141024799.0,0.0120481927710843,0.12334873208185435,0.07003760006204598
141092369.0,tess2018206045859-s0001-0000000141092369-0120-s_lc.fits,0.1867469879518072,141092369.0,0.3192771084337349,0.4587230813328595,0.48120032888803876
141153472.0,tess2018206045859-s0001-0000000141153472-0120-s_lc.fits,0.1807228915662651,141153472.0,0.2228915662650602,0.4345149074718364,0.4515215569520765
141155264.0,tess2018206045859-s0001-0000000141155264-0120-s_lc.fits,0.1526104417670682,141155264.0,0.2831325301204819,0.41894348995957503,0.4324312880322001
141184207.0,tess2018206045859-s0001-0000000141184207-0120-s_lc.fits,0.0180722891566265,141184207.0,0.0301204819277108,0.14225707831260412,0.09321888166925421
141212720.0,tess2018206045859-s0001-0000000141212720-0120-s_lc.fits,0.0843373493975904,141212720.0,0.2228915662650602,0.32674993453336126,0.3194036998643228
141335886.0,tess2018206045859-s0001-0000000141335886-0120-s_lc.fits,0.0903614457831325,141335886.0,0.0963855421686746,0.30257348687336727,0.28976382366209674
141472806.0,tess2018206045859-s0001-0000000141472806-0120-s_lc.fits,0.1144578313253011,141472806.0,0.3012048192771084,0.38041719651208006,0.38519876717662516
141423812.0,tess2018206045859-s0001-0000000141423812-0120-s_lc.fits,0.0120481927710843,141423812.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
141526547.0,tess2018206045859-s0001-0000000141526547-0120-s_lc.fits,0.1024096385542169,141526547.0,0.1686746987951807,0.338152098748111,0.3333825416079703
141606060.0,tess2018206045859-s0001-0000000141606060-0120-s_lc.fits,0.0903614457831325,141606060.0,0.1686746987951807,0.32262149565570075,0.3143423104094609
141683400.0,tess2018206045859-s0001-0000000141683400-0120-s_lc.fits,0.0240963855421686,141683400.0,0.0060240963855421,0.13970709462713965,0.09009264898950733
141771483.0,tess2018206045859-s0001-0000000141771483-0120-s_lc.fits,0.0160642570281125,141771483.0,0.0180722891566265,0.1282825229808099,0.07608633615054494
142084762.0,tess2018206045859-s0001-0000000142084762-0120-s_lc.fits,0.0060240963855421,142084762.0,0.0060240963855421,0.07761505257063284,0.013968957635806911
141867895.0,tess2018206045859-s0001-0000000141867895-0120-s_lc.fits,0.0823293172690764,141867895.0,0.0903614457831325,0.2896650475992805,0.2739383166468127
142146835.0,tess2018206045859-s0001-0000000142146835-0120-s_lc.fits,0.0120481927710843,142146835.0,0.0240963855421686,0.11885742902000541,0.06453134585083842
142146051.0,tess2018206045859-s0001-0000000142146051-0120-s_lc.fits,0.0120481927710843,142146051.0,0.0120481927710843,0.10976425998969018,0.05338328935656492
143850995.0,tess2018206045859-s0001-0000000143850995-0120-s_lc.fits,0.0522088353413654,143850995.0,0.0662650602409639,0.23427802387377927,0.2060348533456197
144005506.0,tess2018206045859-s0001-0000000144005506-0120-s_lc.fits,0.036144578313253,144005506.0,0.036144578313253,0.19011727515734336,0.15189459488578363
144199300.0,tess2018206045859-s0001-0000000144199300-0120-s_lc.fits,0.036144578313253,144199300.0,0.0060240963855421,0.16761683064000127,0.1243094674357883
144252411.0,tess2018206045859-s0001-0000000144252411-0120-s_lc.fits,0.0180722891566265,144252411.0,0.0120481927710843,0.129499423585511,0.07757823371055911
144457947.0,tess2018206045859-s0001-0000000144457947-0120-s_lc.fits,0.2028112449799197,144457947.0,0.2771084337349397,0.46555873561602423,0.4895807141937545
144462697.0,tess2018206045859-s0001-0000000144462697-0120-s_lc.fits,0.4457831325301205,144462697.0,0.7048192771084337,0.7020429733397113,0.7795060013361925
147201324.0,tess2018206045859-s0001-0000000147201324-0120-s_lc.fits,0.0060240963855421,147201324.0,0.0240963855421686,0.09313806308475954,0.032999880474232024
147284977.0,tess2018206045859-s0001-0000000147284977-0120-s_lc.fits,0.1044176706827307,147284977.0,0.1927710843373493,0.346321193564654,0.34339770026369165
147284902.0,tess2018206045859-s0001-0000000147284902-0120-s_lc.fits,0.0240963855421686,147284902.0,0.0240963855421686,0.15523010514126634,0.10912357182793242
